# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	Resources\Textures\Item\misc.png	176	224	248
5	Resources\Textures\Title\ui.png	255	127	39
10	Resources\Textures\Enemy\enemies1.png	3	26	100
20	Resources\Textures\Item\misc1.png	255	255	255
21	Resources\Textures\Item\misc-2.png	0	117	255
30	Resources\Textures\Enemy\enemy.png	255	255	255
40	Resources\Textures\Enemy\enemies.png	255	255	255
50	Resources\Textures\Enemy\enemies_custom_2.png	255	255	255
51	Resources\Textures\Enemy\enemies_custom.png	255	255	255
45	Resources\Textures\Enemy\enemies-5.png	0	255	255
46	Resources\Textures\Enemy\enemies-5_1.png	0	255	255
47	Resources\Textures\Item\effect.png	176	224	248

# id	left	top	width	height	texture_id
[SPRITES]
#FIRE BANG
30065	70	64	19	27	45
#KOOPA DIE AND MOVE UP
30060	259	42	17	27	45
30061	280	42	17	27	45
30063	248	266	17	27	45

#=======Green Koopa========
#KOOPA WALKING LEFT
30080	31	119	16	28	45
30081	50	118	16	27	45
#KOOPA WALKING RIGHT
30082	278	119	16	26	46
30083	258	118	16	27	46
#KOOPA DIE
30084	256	125	17	27	45
#KOOPA DIE AND MOVE
30085	277	124	17	27	45
30086	257	185	17	27	45
30087	298	124	17	27	45
#KOOPA REVIAL
30088	73	116	19	27	45
30078	72	116	20	27	45
#KOOPA DIE UP
30089	256	154	17	27	45
#KOOPA DIE AND MOVE UP
30090	277	155	17	27	45
30091	277	185	17	27	45
30092	298	155	17	27	45
#KOOPA REVIAL UP
30093	298	185	19	27	45
30079	297	185	20	27	45
#KOOPA HAS WING WALKING LEFT
30094	147	129	16	27	45
30095	126	129	16	27	45
30096	105	129	16	27	45
#KOOPA HAS WING WLAKING RIGHT
30097	161	129	16	27	46
30098	182	129	16	27	46
30099	203	129	16	27	46

#CBRICK
40001	157	188	16	16	20
40002	176	188	16	16	20
40003	196	188	16	16	20
40004	215	188	16	16	20
40005	254	188	16	16	20
40006	353	286	16	17	20
40007	235	188	16	16	20

#BRICKMOVE
40010	352	167	48	16	20

#MUSHROOM
50001	156	121	16	16	20
50002	286	121	16	16	20

#LEAF RED
60001	180	121	16	16	20

#VENUS RED DOWN
70001	168	126	16	32	40
70002	151	126	16	32	40
#VENUS RED UP
70003	202	126	16	32	40
70004	185	126	16	32	40
#VENUS GREEN DOWN
70005	237	126	16	32	40
70006	220	126	16	32	40
#VENUS GREEN UP
70007	272	126	16	32	40
70008	255	126	16	32	40
#FIRE VENUS
70011	35	36	8	8	30
70012	50	37	8	8	30
70013	35	50	8	8	30
70014	50	50	8	8	30

#VENUS NO FIRE
70015	57	100	16	24	40
70016	38	101	16	23	40

#COIN
80001	290	101	14	16	20
80002	305	101	14	16	20
80003	315	101	14	16	20
80004	334	100	14	16	20
80005	351	100	14	16	20
80006	368	100	14	16	20

#============RED FIRE PIRANHA=============
# face up left
42001	201	126	16	32	51
42002	184	126	16	32	51
# face down left
42003	167	126	16	32	51
42004	150	126	16	32	51
# face up right
42005	222	126	16	32	50
42006	239	126	16	32	50
# face down right
42007	256	126	16	32	50
42008	273	126	16	32	50

#===========GREEN FIRE PIRANHA============
# face up left
42011	271	100	16	24	51
42012	254	100	16	24	51
# face down left
42013	237	100	16	24	51
42014	220	100	16	24	51
# face up right
42015	152	100	16	24	50
42016	169	100	16	24	50
# face down right
42017	186	100	16	24	50
42018	203	100	16	24	50

#MONEY
90001	294	101	8	14	20
90002	389	101	6	14	20
90003	318	101	7	14	20
90004	309	101	3	14	20

#BROKEN BRICK
41	274	188	16	16	20
42	293	188	16	16	20
43	312	188	16	16	20
44	331	188	16	16	20

#Effect Brick
50	37	120	8	8	47
51	48	120	8	8	47

#=====item P========
73	178	144	16	16	20
71	156	144	16	16	20
#pressed already
72	200	144	16	16	20

#==========Point=========
#1up
62	149	174	21	14	47
#100
63	11	223	11	8	47
#200
64	10	232	12	8	47
#400
65	10	241	12	8	47
#800
66	9	250	12	8	47
#1000
67	24	223	15	8	47
#2000
68	23	232	16	8	47
#4000
69	23	241	16	8	47
#8000
70	23	250	16	8	47

#==================PIPE===================
# short pipe
2001	201	415	32	32	21
# medium pipe
2002	5	28	32	48	21
# long pipe
2003	386	318	32	64	21
# hidden pipe
2004	433	223	32	32	21
# short pipe pair with long one
2005	433	157	32	48	21


#====ENDSCENE=====
2010	94	159	14	14	21
2011	112	159	16	15	21
2012	131	157	16	16	21


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== GOOMBA  =========
# walk
301	30001	100	30002	100
# die
302	30003	100
# die fly
303	30004	100
#=====GOOMBA RED ======
#has wing walk
304	30005	100	30006	100
#has wing fly low
305	30007	100	30006	100	30008	100	30005	100
#has wing fly high
306	30007	75	30006	75	30008	75	30005	75
#no wing walk 
307	30009	100	30010	100
#no wing die
308	30011	100
#die fly
309	30012	100
#bang FIRE
90002	1111	100	1112	100	1113	100	1114	100	1114	100
#===KOOPA BULLET===
560	50020	100	50021	100	50022	100	50023	100
#==========KOOPAS========
#=====Red Koopa==========
#walking left
780	30051	100	30050	100
#walking right
781	30052	100	30053	100
#die
782	30054	100
#die and move
783	30055	50	30056	50	30062	50	30054	50
#die up
784	30057	100
#revial up
785	30058	100	30065	100
#revial 
786	30059	100
#die and move up
787	30060	50	30061	50	30063	50	30058	50
#holding 
788	30054	100
#holding up
789	30057	100

#======Green Koopa======
#walking left
751	30081	100	30080	100
#walking right
752	30082	100	30083	100
#die
753	30084	100
#die and move
754	30085	50	30086	50	30086	50	30084	50
#revial
755	30088	100	30078	100
#die up
756	30089	100
#die and move up
757	30090	50	30091	50	30092	50	30089	50
#revial up
758	30093	100	30079	100
#has wing walking left
759	30094	100	30095	100	30096	100
#has wing wlaking right
760	30097	100	30098	100	30099	100

# ==== CBRICK  =========
401	40001	100	40002	100	40003	100	40004	100
402	40005	100
403	40006	100
404	40007	100

#========BRICKMOVE=====
410	40010	100

# ==== MUSHROOM  =========
501	50001	100
510	50002	100

# ==== LEAF RED  =========
601	60001	100

# ==== VENUS RED MORE  =========
701	70002	100
# ==== VENUS RED UP  =========
702	70004	100
# ==== VENUS RED DOWN  =========
703	70001	100	70002	100
# ==== VENUS GREEN MORE  =========
704	70006	100
# ==== VENUS GREEN UP  =========
705	70008	100
# ==== VENUS GREEN DOWN  =========
706	70005	100	70006	100
# ==== FIRE VENUS  =========
710	70011	100	70012	100	70013	100	70014	100

# ==== VENUS NO FIRE  =========
711	70015	100	70016	100

# ==== COIN  =========
801	80001	150	80002	150	80003	150	80004	150	80005	150	80006	150
#coin die
802	80004	100

# ====== RED FIRE PIRANHA ======
# face up left
620	42001	200	42002	200
# face down left
621	42003	200	42004	200
# face up right
622	42005	200	42006	200
# face down right
623	42007	200	42008	200
# attack up left
624	42002	100
# attack down left
625	42004	100
# attack up right
626	42006	100
# attack down right
627	42008	100

# ====== GREEN FIRE PIRANHA =====
# face up left
720	42011	200	42012	200
# face down left
721	42013	200	42014	200
# face up right
722	42015	200	42016	200
# face down right
723	42017	200	42018	200
# attack up left
724	42012	100
# attack down left
725	42014	100
# attack up right
726	42016	100
# attack down right
727	42018	100

#=====MONEY=====
901	90001	35	90002	35	90003	35	90004	35

#=====Broken Brick=====
604	41	50	42	50	43	50	44	50

#=====Effect Brick====
605	50	30	51	30

#=====item P=======
406	73	450	71	150
# pressed already
407	72	100

#====point=====
#1up
164	62	100
#100
165	63	100
#200
166	64	100
#400
167	65	100
#800
168	66	100
#1000
169	67	100
#2000
170	68	100
#4000
171	69	100
#8000
172	70	100

# ========== PIPE ==========
# short pipe
500	2001	100
# medium pipe
505	2002	100
# long pipe
502	2003	100
# hidden pipe
499	2004	100
# short pipe pair with long one
498	2005	100

#=====BULLET=====
120	1120	100	1121	100	1122	100	1123	100

#=====ENDSCENE====
550	2010	100	2011	100	2012	100


# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# GOOMBA
2	301	302	303	304	305	306	307	308	309	90002

#KOOPA
3	780	781	782	783	784	785	786	787	788	789	751	752	753	754	755	756	757	758	753	756	759	760	90002
# CBRICK
4	401	404
5	402

# MUSHROOM
11	501
101	510

#LEAF RED
12	601

#VENUS RED
13	701	702	703	703	901
#VENUS GREEN
14	704	705	706	706	901
#FIRE VENUS
15	710
#VENUS NO FIRE
17	711	711	711	711	90002
#MONEY
18	901
#COIN
16	801
23	802
# RED FIRE PIRANHA
70	620	621	622	623	624	625	626	627	90002
# GREEN FIRE PIRANHA
140	720	721	722	723	724	725	726	727	90002

#BrokenBrick
20	604	604	801	802	404

#Effect Brick
19	605

#item P
21	406	407

# PIPE
40	500	505	502	499	498

#ENDSCENE
55	550

#BRICKMOVE
35	410

#KOOPABULLET
36	560	560

#BULLET
37	120

#Point
22	165	166	167	168	169	170	171	172	164

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas

# KOOPAS
3	1040	320	3	16	27
3	1984	336	3	16	27
34	1877	304	3	16	27
34	160	344	3	16	27
#KOOPABULLET
26	140	310	36	16	24

# GOOMBA
#11	160	395	2	16	16	1

# MUSHROOM
#5	243	304	11	16	16
18	640	288	101	16	16
18	1232	288	101	16	16

#LEAF RED
6	960	352	12	16	16

#VENUS 
#7	360	330	70	16	32
#VENUS NO FIRE
#8	1800	370	17	16	24
#MONEY
12	1012	352	18	8	14
12	1540	288	18	8	14

#COIN
10	336	304	16	14	16
10	352	304	16	14	16
10	368	304	16	14	16
10	416	272	16	14	16
10	432	272	16	14	16
10	448	272	16	14	16
10	768	304	16	14	16
10	784	304	16	14	16
10	800	304	16	14	16
10	848	272	16	14	16
10	864	272	16	14	16
10	880	272	16	14	16
10	1328	288	16	14	16
10	1344	288	16	14	16
10	1360	288	16	14	16
10	1509	272	16	14	16
10	1509	288	16	14	16
10	1509	304	16	14	16
10	1509	320	16	14	16
10	1509	336	16	14	16
10	1509	352	16	14	16
10	1509	368	16	14	16
10	1509	384	16	14	16
10	1893	304	16	14	16
10	1909	304	16	14	16
10	1925	304	16	14	16

# CBRICK
#4	176	352	4	16	16

#BRICKSTAND
15	2032	240	2	16	160
15	1936	336	22	31	100
15	2193	384	22	31	50
# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	0	200	22	16	152
1	0	352	22	160	16
1	1920	400	22	128	16
1	1968	368	22	48	16
1	2064	416	22	512	16
#BrokenBrick
13	224	352	20	1
13	240	352	20	1
13	256	352	20	1
13	272	352	20	1
13	384	336	20	1
13	400	336	20	1
13	416	336	20	1
13	432	336	20	1
13	448	336	20	1
13	608	288	20	1
13	624	288	20	1

13	640	288	20	1

13	656	288	20	1
13	640	368	20	1
13	656	368	20	1
13	752	320	20	1
13	752	336	20	1
13	752	352	20	1
13	752	368	20	1
13	768	368	20	1
13	784	368	20	1
13	800	368	20	1
13	864	336	20	1
13	864	352	20	1
13	864	368	20	1
13	864	384	20	1
13	880	384	20	1
13	896	384	20	1
13	944	336	20	1
13	944	352	20	1

13	960	352	20	1

13	960	400	20	1
13	976	400	20	1
13	992	400	20	1
13	1008	400	20	1

13	1008	352	20	1

13	1024	352	20	1
13	1040	352	20	1
13	1056	352	20	1
13	1072	352	20	1
13	1152	384	20	1
13	1168	384	20	1
13	1184	384	20	1
13	1200	384	20	1
13	1216	384	20	1
13	1184	304	20	1
13	1200	304	20	1
13	1216	304	20	1
13	1232	304	20	1

13	1232	288	20	1

13	1264	368	20	1
13	1280	368	20	1
13	1392	304	20	1
13	1408	304	20	1
13	1424	304	20	1

13	1536	288	20	1

13	1536	304	20	1
13	1536	368	20	1
13	1536	384	20	1
13	1536	400	20	1
13	1552	400	20	1
13	1568	400	20	1
13	1584	400	20	1
13	1728	288	20	1
13	1728	304	20	1
13	1728	320	20	1
13	1776	368	20	1
13	1792	368	20	1
13	1808	368	20	1

#P
#16	2032	373	21


# PIPE
17	2192	384	40	1
17	1936	336	40	3
#BRICKMOVE
25	368	320	35	48	16
25	560	352	35	48	16
25	592	304	35	48	16
25	624	400	35	48	16
25	752	336	35	48	16
25	1088	384	35	48	16
25	1200	320	35	48	16
25	1408	336	35	48	16
25	1376	352	35	48	16
25	1552	304	35	48	16
25	1776	336	35	48	16
25	1744	384	35	48	16
25	1792	416	35	48	16
#ENDSCENE
19	2448	337	55	16	16

#Gate
#2	520	400	1	200	300	0	1
#CBRICKV2
27	398	280	4	16	16	
[TILEMAP]
#tile id	file_texture	file_path	num row on tex	num col on tex	num row on tilemap	num col tilemap	tile size
2000	Resources\TileMap\Map4.png	Resources\TileMap\loadmap4.txt	29	161	29	161	16	16
#1000	Resources\Textures\World\map.png	Resources\Textures\World\map.txt	4	11	15	17	16	16
